index,EXPNUM,NITE,EXPTIME,BAND,OBJECT,T_EFF
72,668059,20170816,90.0,i,DES survey hex -71-461 tiling 8,0.977
73,681532,20170925,90.0,i,DES survey hex -338-511 tiling 8,0.977
74,686464,20171012,90.0,i,DES survey hex -182-653 tiling 9,0.977
75,678806,20170917,90.0,i,DES survey hex -406-603 tiling 7,0.978
76,672071,20170825,90.0,i,DES wide hex 454-491 tiling 10,0.978
77,689760,20171021,90.0,i,DES survey hex 14-481 tiling 9,0.978
78,680857,20170923,90.0,i,DES survey hex 116-55 tiling 9,0.979
79,687854,20171016,90.0,i,DES survey hex -317-430 tiling 9,0.98
80,678785,20170917,90.0,i,DES survey hex -530-501 tiling 8,0.98
81,681248,20170924,90.0,i,DES survey hex 264-146 tiling 8,0.98
82,680726,20170923,90.0,i,DES survey hex -344-603 tiling 8,0.98
83,680516,20170922,90.0,i,DES survey hex -79-420 tiling 8,0.981
84,689771,20171021,90.0,i,DES survey hex 28-532 tiling 9,0.981
85,681494,20170925,90.0,i,DES survey hex -448-552 tiling 8,0.981
86,668045,20170816,90.0,i,DES survey hex -144-410 tiling 8,0.982
87,680689,20170923,90.0,i,DES survey hex -468-623 tiling 8,0.982
88,677288,20170913,90.0,i,DES survey hex -216-603 tiling 8,0.982
89,691260,20171026,90.0,i,DES survey hex 158-481 tiling 8,0.983
90,672051,20170825,90.0,i,DES wide hex 386-440 tiling 10,0.983
91,680717,20170923,90.0,i,DES survey hex -355-623 tiling 8,0.984
92,671597,20170824,90.0,i,DES survey hex -271-410 tiling 8,0.984
93,689277,20171020,90.0,i,DES survey hex -122-420 tiling 9,0.985
94,680785,20170923,90.0,i,DES survey hex 34-623 tiling 8,0.985
95,689621,20171021,90.0,i,DES survey hex -331+6 tiling 9,0.985
96,687543,20171015,90.0,i,DES survey hex -505-491 tiling 9,0.985
97,668074,20170816,90.0,i,DES wide hex 356-491 tiling 10,0.985
98,668032,20170816,90.0,i,DES survey hex -228-410 tiling 8,0.986
99,670398,20170821,90.0,i,DES survey hex -35-623 tiling 8,0.987
100,689341,20171020,90.0,i,DES survey hex 389-613 tiling 8,0.987
101,688998,20171019,90.0,i,DES survey hex 57-329 tiling 9,0.987
102,680832,20170923,90.0,i,DES survey hex 132-65 tiling 9,0.987
103,672070,20170825,90.0,i,DES wide hex 453-471 tiling 10,0.987
104,680519,20170922,90.0,i,DES survey hex -59-410 tiling 8,0.988
105,692016,20171028,90.0,i,DES survey hex -87-603 tiling 9,0.988
106,680789,20170923,90.0,i,DES survey hex -25-603 tiling 8,0.988
107,693204,20171031,90.0,i,DES survey hex 495-410 tiling 8,0.988
108,681244,20170924,90.0,i,DES survey hex 231-146 tiling 7,0.989
109,681287,20170924,90.0,i,DES survey hex 340+26 tiling 9,0.989
110,692110,20171028,90.0,i,DES survey hex 468-116 tiling 8,0.992
111,682012,20170926,90.0,i,DES survey hex -28+16 tiling 8,0.992
112,678950,20170917,90.0,i,DES survey hex 180-55 tiling 9,0.993
113,681235,20170924,90.0,i,DES survey hex 181-136 tiling 8,0.993
114,689274,20171020,90.0,i,DES survey hex -99-430 tiling 9,0.993
115,680458,20170922,90.0,i,DES survey hex -353-481 tiling 8,0.993
116,692097,20171028,90.0,i,DES survey hex 419-65 tiling 9,0.994
117,680470,20170922,90.0,i,DES survey hex -380-501 tiling 8,0.995
118,668035,20170816,90.0,i,DES survey hex -208-420 tiling 8,0.996
119,670446,20170821,90.0,i,DES survey hex 212+26 tiling 8,0.997
120,687890,20171016,90.0,i,DES survey hex 36-45 tiling 9,0.997
121,681990,20170926,90.0,i,DES survey hex -203-14 tiling 8,0.997
122,677379,20170913,90.0,i,DES survey hex 435-75 tiling 9,0.998
123,689841,20171021,90.0,i,DES survey hex 456-613 tiling 8,0.999
124,670377,20170821,90.0,i,DES survey hex -286-623 tiling 7,0.999
125,670470,20170821,90.0,i,DES survey hex 260+37 tiling 8,0.999
126,693198,20171031,90.0,i,DES survey hex 475-440 tiling 8,1.0
127,680409,20170922,90.0,i,DES survey hex -463-410 tiling 7,1.0
